"treatment_ordered","treat1","treat2_felon","treat_combined","registered","v_pres_general_12","v08","returned","returntoprison","ageonelecday","f_contype","f_daysserved","timesincerelease"
1,0,0,0,0,"0",1,0,0,57.8285980224609,"POSSESSION OF NARCOTICS",193.879150390625,2.68542885780334
1,0,0,0,1,"1",0,0,0,30.756778717041,"SALE OF HALLUCIGEN/NARCOTIC SUBSTANCE",530.085632324219,1.07086730003357
1,0,0,0,0,"0",0,0,0,31.0379581451416,"POSSESSION OF NARCOTICS",272.556976318359,1.06723356246948
3,0,1,1,0,"0",0,0,0,34.802490234375,"FAILURE TO APPEAR, FIRST DEGREE",329.382568359375,1.40934097766876
1,0,0,0,0,"0",0,0,0,46.1606979370117,"ASSAULT, SECOND DEGREE",6.82625865936279,3.01322865486145
1,0,0,0,0,"0",NA,0,0,46.8724746704102,"POSSESSION OF NARCOTICS",727.455444335938,3.17970180511475
2,1,0,1,0,"0",NA,1,0,41.4029273986816,"SALE OF HALLUCIGEN/NARCOTIC SUBSTANCE",369.494384765625,2.6158401966095
3,0,1,1,0,"0",NA,1,0,33.3680419921875,"SALE OF HALLUCIGEN/NARCOTIC SUBSTANCE",409.610656738281,3.07390475273132
3,0,1,1,1,"0",0,0,0,20.8626136779785,"POSSESSION OF NARCOTICS",127.792770385742,1.64324605464935
3,0,1,1,0,"0",0,1,0,22.9091758728027,"LARCENY, FIRST DEGREE",206.903060913086,0.929638087749481
2,1,0,1,0,"0",0,1,0,34.3308486938477,"LARCENY, THIRD DEGREE",467.793823242188,0.826355218887329
1,0,0,0,0,"0",0,0,0,22.4716300964355,"SALE OF CONTROLLED SUBSTANCE",380.836730957031,1.98332130908966
1,0,0,0,0,"0",0,0,0,28.8545188903809,"ASSAULT, SECOND DEGREE",262.541412353516,1.45672631263733
3,0,1,1,0,"0",0,1,0,23.252628326416,"POSSESSION OF NARCOTICS",78.0347900390625,0.662940740585327
1,0,0,0,0,"0",0,0,0,26.501636505127,"POSSESSION OF NARCOTICS",612.60205078125,0.457647919654846
2,1,0,1,0,"0",0,0,0,47.6456336975098,"LARCENY, SECOND DEGREE",222.17497253418,0.861737132072449
1,0,0,0,0,"0",0,0,0,22.3880043029785,"POSSESSION OF NARCOTICS",301.744750976562,0.89391428232193
1,0,0,0,0,"0",0,0,1,54.3923225402832,"POSSESSION OF NARCOTICS",28.4192390441895,1.87419378757477
1,0,0,0,0,"0",0,0,0,43.5821723937988,"POSSESSION OF NARCOTICS",516.581848144531,1.21932876110077
1,0,0,0,0,"0",0,0,0,29.410343170166,"POSSESSION OF NARCOTICS",294.247283935547,1.05726897716522
1,0,0,0,0,"0",0,0,0,40.8830986022949,"ASSAULT ON POLICE OR FIRE OFFICER",206.5693359375,2.06254172325134
3,0,1,1,0,"0",NA,0,0,43.0744857788086,"SALE OF HALLUCIGEN/NARCOTIC SUBSTANCE",353.535247802734,2.99786829948425
1,0,0,0,0,"0",0,0,0,23.8360958099365,"ASSAULT, SECOND DEGREE",330.310882568359,1.51109564304352
1,0,0,0,0,"0",NA,0,0,31.2897911071777,"LARCENY, THIRD DEGREE",559.596374511719,2.5065929889679
2,1,0,1,0,"0",0,0,0,40.4156532287598,"CRIM VIOL OF PROTECTIVE ORDER",210.537628173828,1.02684724330902
1,0,0,0,0,"0",0,0,0,55.3193626403809,"SALE OF HALLUCIGEN/NARCOTIC SUBSTANCE",553.353210449219,1.14894962310791
1,0,0,0,0,"0",0,0,0,46.9089050292969,"LARCENY, THIRD DEGREE",266.469787597656,1.5412392616272
1,0,0,0,0,"0",0,0,0,34.9808692932129,"ROBBERY, FIRST DEGREE",334.739288330078,1.87351024150848
1,0,0,0,0,"0",0,0,0,51.3326072692871,"POSSESSION OF NARCOTICS",-0.227918386459351,3.0587363243103
1,0,0,0,0,"0",NA,0,0,31.4895401000977,"SALE OF CONTROLLED SUBSTANCE",808.412353515625,1.46824133396149
3,0,1,1,0,"0",NA,1,0,35.8152809143066,"SALE OF HALLUCIGEN/NARCOTIC SUBSTANCE",577.437194824219,3.40208148956299
1,0,0,0,0,"0",0,0,0,30.2197284698486,"SALE OF CONTROLLED SUBSTANCE",197.971817016602,0.61505115032196
1,0,0,0,0,"0",0,0,0,27.4672870635986,"CARRYING WEAPON IN A MOTOR VEHICLE",171.750991821289,0.594114005565643
1,0,0,0,0,"0",NA,0,0,50.2178726196289,"SALE OF HALLUCIGEN/NARCOTIC SUBSTANCE",201.052932739258,3.04823589324951
3,0,1,1,0,"0",0,1,0,22.1065082550049,"SALE OF CONTROLLED SUBSTANCE",78.2524795532227,2.17640709877014
3,0,1,1,0,"0",NA,0,0,27.3302097320557,"LARCENY, FIRST DEGREE",998.142211914062,1.17108869552612
1,0,0,0,0,"0",NA,0,0,28.6542491912842,"CRIM VIOL OF PROTECTIVE ORDER",337.155731201172,2.62280178070068
3,0,1,1,0,"0",NA,0,0,49.3521499633789,"CRIM VIOL OF PROTECTIVE ORDER",433.657531738281,2.90714430809021
3,0,1,1,0,"0",0,0,0,54.3133544921875,"POSSESSION OF NARCOTICS",182.872436523438,0.696799516677856
1,0,0,0,0,"0",0,0,0,21.9130668640137,"ROBBERY, THIRD DEGREE",283.179077148438,0.895131826400757
1,0,0,0,0,"0",0,0,0,31.9988555908203,"SALE OF HALLUCIGEN/NARCOTIC SUBSTANCE",174.966461181641,2.39977931976318
1,0,0,0,0,"0",0,0,0,45.5826454162598,"ROBBERY, THIRD DEGREE",281.545715332031,1.53346931934357
1,0,0,0,0,"0",0,0,0,24.3227596282959,"SALE OF HALLUCIGEN/NARCOTIC SUBSTANCE",226.864685058594,0.276035994291306
3,0,1,1,0,"0",0,0,0,26.8909206390381,"ROBBERY, THIRD DEGREE",228.531021118164,1.85278487205505
3,0,1,1,0,"0",0,1,0,47.1878890991211,"ESCAPE, FIRST DEGREE",206.392181396484,2.41056346893311
3,0,1,1,1,"0",NA,0,0,21.5610160827637,"ESCAPE, FIRST DEGREE",54.7524185180664,0.294229030609131
1,0,0,0,0,"0",0,0,0,48.1474189758301,"SALE OF HALLUCIGEN/NARCOTIC SUBSTANCE",93.1075668334961,2.38186979293823
3,0,1,1,0,"0",NA,1,0,20.2932357788086,"ROBBERY, THIRD DEGREE",32.1043014526367,0.726362586021423
2,1,0,1,0,"0",NA,0,0,20.9372215270996,"ROBBERY, SECOND DEGREE",645.803588867188,3.04041123390198
1,0,0,0,0,"0",0,0,0,45.4073181152344,"POSSESSION OF NARCOTICS",77.4300384521484,1.28370034694672
3,0,1,1,0,"0",0,1,0,38.5520286560059,"BURGLARY, THIRD DEGREE",319.972198486328,1.14729726314545
1,0,0,0,0,"0",0,0,0,29.7839775085449,"CRIM VIOL OF PROTECTIVE ORDER",795.86474609375,1.12255454063416
1,0,0,0,0,"0",0,0,0,46.0968055725098,"LARCENY, FIRST DEGREE",91.9026718139648,0.641330540180206
2,1,0,1,0,"0",NA,1,0,31.3097705841064,"LARCENY, THIRD DEGREE",503.969177246094,2.21189117431641
1,0,0,0,0,"0",0,0,0,39.7141494750977,"CRIM VIOL OF PROTECTIVE ORDER",131.229202270508,0.339188158512115
2,1,0,1,0,"0",NA,1,0,22.4243679046631,"SALE OF HALLUCIGEN/NARCOTIC SUBSTANCE",514.275451660156,2.86826539039612
3,0,1,1,0,"0",NA,1,0,21.4997577667236,"ROBBERY, THIRD DEGREE",152.142852783203,2.40088057518005
1,0,0,0,0,"0",0,0,1,22.3845958709717,"SALE OF HALLUCIGEN/NARCOTIC SUBSTANCE",119.137847900391,1.78888821601868
1,0,0,0,0,"0",0,0,0,29.1299839019775,"LARCENY, SECOND DEGREE",331.476806640625,0.575822949409485
2,1,0,1,0,"0",0,0,0,28.1967391967773,"CRIM VIOL OF PROTECTIVE ORDER",726.664733886719,1.37608253955841
2,1,0,1,0,"0",0,1,0,26.0697059631348,"LARCENY, THIRD DEGREE",342.990661621094,2.34488463401794
1,0,0,0,0,"0",NA,0,0,23.2855930328369,"BURGLARY, THIRD DEGREE",325.137664794922,2.79623317718506
2,1,0,1,1,"0",0,1,0,26.8818778991699,"UNLAWFUL RESTRAINT, FIRST DEGREE",330.865875244141,1.37455368041992
2,1,0,1,0,"0",0,1,0,52.3262252807617,"POSSESSION OF NARCOTICS",302.062164306641,1.39081740379333
3,0,1,1,0,"0",0,0,0,26.1910037994385,"POSSESSION OF NARCOTICS",315.578430175781,0.526316225528717
1,0,0,0,0,"0",0,0,0,50.6893997192383,"LARCENY, THIRD DEGREE",539.56982421875,0.98977929353714
1,0,0,0,0,"0",0,0,0,27.0602054595947,"ROBBERY, THIRD DEGREE",331.499694824219,2.01664137840271
3,0,1,1,0,"0",NA,0,1,21.4826755523682,"CARRYING WEAPONS WITHOUT A PERMIT",148.888046264648,2.37599921226501
1,0,0,0,0,"0",0,0,0,28.3804054260254,"BURGLARY, THIRD DEGREE",252.279602050781,1.92351388931274
1,0,0,0,0,"0",0,0,0,33.9670066833496,"BURGLARY, THIRD DEGREE",451.768737792969,1.32260632514954
1,0,0,0,0,"0",0,0,0,22.2187232971191,"SALE OF HALLUCIGEN/NARCOTIC SUBSTANCE",716.809387207031,0.937415480613708
2,1,0,1,0,"0",0,1,0,26.0472373962402,"POSSESSION OF NARCOTICS",70.8933639526367,3.02530765533447
2,1,0,1,0,"0",NA,1,0,25.920036315918,"POSSESSION OF NARCOTICS",506.463409423828,3.41095566749573
2,1,0,1,0,"0",0,0,0,42.7303733825684,"CRIM VIOL OF PROTECTIVE ORDER",195.529861450195,1.02573180198669
1,0,0,0,0,"0",0,0,0,27.8239498138428,"CRIM VIOL OF PROTECTIVE ORDER",793.169921875,1.2132248878479
2,1,0,1,0,"0",NA,0,0,22.7869167327881,"POSSESSION OF NARCOTICS",421.327239990234,1.94396424293518
2,1,0,1,0,"0",0,0,0,25.6489677429199,"DRUG PARAPHERNALIA IN DRUG FACTORY",295.617126464844,0.380205750465393
3,0,1,1,0,"0",NA,1,0,52.9956893920898,"SALE OF HALLUCIGEN/NARCOTIC SUBSTANCE",545.84521484375,2.28294515609741
1,0,0,0,0,"0",0,0,0,31.15944480896,"CRIMINAL POSSESSION OF A PISTOL",249.199020385742,1.3216438293457
2,1,0,1,0,"0",0,0,0,29.2521648406982,"SALE OF HALLUCIGEN/NARCOTIC SUBSTANCE",357.860626220703,1.8767706155777
2,1,0,1,0,"0",NA,0,0,33.2146759033203,"CRIMINAL POSSESSION OF A PISTOL",1102.98828125,1.09170031547546
1,0,0,0,0,"0",NA,0,0,20.1908416748047,"ASSAULT, SECOND DEGREE",92.4137268066406,3.16463208198547
2,1,0,1,0,"0",0,0,0,22.4456195831299,"SALE OF CONTROLLED SUBSTANCE",326.925689697266,2.41292834281921
3,0,1,1,0,"0",0,1,0,25.651123046875,"SALE OF HALLUCIGEN/NARCOTIC SUBSTANCE",378.506164550781,1.38861858844757
2,1,0,1,0,"0",0,1,0,21.8743667602539,"ASSAULT, SECOND DEGREE",198.608825683594,0.661065697669983
3,0,1,1,0,"0",0,1,0,21.649543762207,"BURGLARY, THIRD DEGREE",574.582336425781,1.04264426231384
1,0,0,0,0,"0",0,0,0,36.8275756835938,"ASSAULT ON POLICE OR FIRE OFFICER",332.542327880859,1.85017919540405
2,1,0,1,0,"0",0,0,0,43.1963005065918,"CRIM VIOL OF PROTECTIVE ORDER",388.853332519531,0.975930452346802
2,1,0,1,0,"0",1,1,0,27.5859489440918,"CARRY PIST/RVOLV W/O PERMIT",255.566146850586,2.30037903785706
2,1,0,1,1,"0",0,0,0,43.8046875,"CRIM VIOL OF PROTECTIVE ORDER",326.080047607422,0.955523908138275
2,1,0,1,0,"0",NA,0,0,53.8201179504395,"POSSESSION OF NARCOTICS",954.309875488281,1.95024812221527
3,0,1,1,0,"0",NA,1,0,34.0561180114746,"POSSESSION OF NARCOTICS",855.884338378906,2.94215393066406
3,0,1,1,0,"0",NA,0,0,32.701171875,"SALE OF HALLUCIGEN/NARCOTIC SUBSTANCE",564.283386230469,2.27930474281311
3,0,1,1,0,"0",0,1,0,61.763500213623,"LARCENY, THIRD DEGREE",95.0971450805664,1.16703462600708
1,0,0,0,0,"0",NA,0,0,31.7533321380615,"BURGLARY, THIRD DEGREE",856.557189941406,1.31107175350189
1,0,0,0,0,"0",0,0,0,42.9324951171875,"ROBBERY, THIRD DEGREE",573.739440917969,0.856835603713989
3,0,1,1,0,"0",0,1,0,42.8693542480469,"SALE OF HALLUCIGEN/NARCOTIC SUBSTANCE",77.2232208251953,0.453670918941498
1,0,0,0,0,"0",NA,0,0,21.6993160247803,"ROBBERY, SECOND DEGREE",335.056640625,1.58972477912903
3,0,1,1,0,"0",0,0,0,38.6461906433105,"CRIM VIOL OF PROTECTIVE ORDER",120.46305847168,1.58139050006866
3,0,1,1,0,"0",0,0,0,39.9778594970703,"POSSESSION OF NARCOTICS",26.954517364502,3.13662648200989
1,0,0,0,0,"0",NA,0,0,49.3989791870117,"SALE OF HALLUCIGEN/NARCOTIC SUBSTANCE",1052.82788085938,1.87616765499115
3,0,1,1,0,"0",0,0,0,50.074649810791,"POSSESSION OF NARCOTICS",-0.939837098121643,0.356279969215393
2,1,0,1,0,"0",0,1,0,22.9317760467529,"SALE OF HALLUCIGEN/NARCOTIC SUBSTANCE",102.197982788086,0.991700232028961
2,1,0,1,0,"0",NA,0,0,31.7537574768066,"LARCENY, THIRD DEGREE",236.098571777344,2.89906573295593
1,0,0,0,0,"0",0,0,0,35.0804901123047,"CRIM VIOL OF PROTECTIVE ORDER",182.683135986328,2.45367765426636
1,0,0,0,0,"0",0,0,0,29.2879486083984,"LARCENY, SECOND DEGREE",349.884429931641,2.20283460617065
3,0,1,1,0,"0",NA,1,0,29.2613487243652,"SALE OF HALLUCIGEN/NARCOTIC SUBSTANCE",573.087768554688,2.86805367469788
1,0,0,0,0,"0",0,0,0,45.4821472167969,"POSSESSION OF NARCOTICS",384.180419921875,0.885643184185028
1,0,0,0,0,"0",0,0,1,21.3802013397217,"SALE OF CONTROLLED SUBSTANCE",246.673736572266,1.91955530643463
1,0,0,0,0,"0",0,0,0,25.2866344451904,"BURGLARY, THIRD DEGREE",311.718017578125,1.72732663154602
1,0,0,0,0,"0",NA,0,0,23.5854644775391,"SALE OF HALLUCIGEN/NARCOTIC SUBSTANCE",283.695495605469,2.97567772865295
1,0,0,0,0,"0",0,0,0,26.9171695709229,"POSSESSION OF NARCOTICS",398.920104980469,1.08540165424347
1,0,0,0,0,"0",0,0,0,34.1003189086914,"CRIM VIOL OF PROTECTIVE ORDER",71.4458084106445,2.01607418060303
1,0,0,0,0,"0",0,0,1,34.3491821289062,"POSSESSION OF NARCOTICS",124.642913818359,0.833803534507751
2,1,0,1,0,"0",0,1,0,31.9957256317139,"UNLAWFUL RESTRAINT, FIRST DEGREE",132.040008544922,1.55002009868622
1,0,0,0,0,"0",0,0,0,25.0894756317139,"CRIM VIOL OF PROTECTIVE ORDER",231.366561889648,2.05330681800842
2,1,0,1,0,"0",0,0,0,42.4733657836914,"LARCENY, THIRD DEGREE",-0.329883068799973,1.64826965332031
2,1,0,1,0,"0",0,1,0,51.7375144958496,"ESCAPE, FIRST DEGREE",172.05744934082,2.92039108276367
1,0,0,0,0,"0",0,0,0,38.3701400756836,"POSSESSION OF NARCOTICS",6.79263067245483,1.9846795797348
1,0,0,0,0,"0",0,0,0,29.4982643127441,"POSSESSION OF NARCOTICS",550.669616699219,0.570830106735229
1,0,0,0,0,"0",0,0,0,36.2404479980469,"SALE OF HALLUCIGEN/NARCOTIC SUBSTANCE",313.034759521484,0.978708386421204
2,1,0,1,0,"0",0,0,0,33.9672012329102,"ESCAPE, FIRST DEGREE",173.887145996094,0.431242048740387
1,0,0,0,0,"0",0,0,0,54.8398857116699,"SALE OF HALLUCIGEN/NARCOTIC SUBSTANCE",145.902526855469,2.56684923171997
1,0,0,0,0,"0",0,0,0,47.2598495483398,"ROBBERY, SECOND DEGREE",168.544921875,0.833834588527679
1,0,0,0,0,"0",0,0,1,31.6791286468506,"SALE OF HALLUCIGEN/NARCOTIC SUBSTANCE",144.893768310547,0.738373756408691
1,0,0,0,0,"0",0,0,0,29.5386543273926,"POSSESS OF HALLUC OR 4+ OZ MARIJUANA",-0.24201500415802,1.03182113170624
2,1,0,1,0,"0",NA,1,0,28.6596450805664,"SALE OF HALLUCIGEN/NARCOTIC SUBSTANCE",1065.58190917969,1.7180722951889
3,0,1,1,0,"0",NA,0,0,29.6451969146729,"POSSESSION OF NARCOTICS",706.428100585938,3.29094409942627
3,0,1,1,0,"0",0,0,0,31.3922214508057,"SALE OF HALLUCIGEN/NARCOTIC SUBSTANCE",182.581573486328,1.31726920604706
1,0,0,0,0,"0",0,0,0,32.1092185974121,"CRIM VIOL OF PROTECTIVE ORDER",390.741333007812,0.812502384185791
1,0,0,0,0,"0",NA,0,0,22.6374893188477,"ROBBERY, SECOND DEGREE",908.000671386719,2.44577550888062
3,0,1,1,0,"0",0,1,0,46.9933776855469,"SALE OF HALLUCIGEN/NARCOTIC SUBSTANCE",603.51318359375,0.892027258872986
1,0,0,0,0,"0",0,0,0,39.3936538696289,"ROBBERY, THIRD DEGREE",410.737762451172,0.832137167453766
2,1,0,1,0,"0",NA,1,0,27.5586891174316,"POSSESSION OF NARCOTICS",445.495544433594,3.21310973167419
2,1,0,1,0,"0",0,1,0,26.0297374725342,"FAILURE TO APPEAR, FIRST DEGREE",363.3076171875,1.36727333068848
2,1,0,1,0,"0",0,0,0,32.6950378417969,"SALE OF CONTROLLED SUBSTANCE",153.724014282227,2.33312702178955
1,0,0,0,0,"0",NA,0,0,37.2240371704102,"ROBBERY, FIRST DEGREE",380.093048095703,2.67133951187134
1,0,0,0,0,"0",0,0,0,44.5552024841309,"CRIM VIOL OF PROTECTIVE ORDER",158.143051147461,2.32531595230103
2,1,0,1,0,"0",0,0,0,29.1042423248291,"ASSAULT, SECOND DEGREE",210.064010620117,2.22902822494507
2,1,0,1,0,"0",0,0,0,29.1507377624512,"LARCENY, THIRD DEGREE",723.817932128906,1.05375289916992
2,1,0,1,0,"0",0,0,0,39.0012550354004,"CRIMINAL MISCHIEF, FIRST DEGREE",255.723983764648,1.30969345569611
1,0,0,0,0,"0",NA,0,0,29.8775405883789,"LARCENY, FIRST DEGREE",966.121337890625,2.70617747306824
3,0,1,1,0,"0",0,1,0,28.2078418731689,"FORGERY, SECOND DEGREE",523.738403320312,1.18584477901459
3,0,1,1,0,"0",0,0,0,24.594181060791,"BURGLARY, THIRD DEGREE",382.058837890625,0.254212647676468
1,0,0,0,0,"0",0,0,0,30.4218311309814,"SALE OF HALLUCIGEN/NARCOTIC SUBSTANCE",300.664245605469,0.647912859916687
1,0,0,0,0,"0",0,0,0,35.8996467590332,"LARCENY, SECOND DEGREE",556.350402832031,1.01139557361603
2,1,0,1,0,"0",NA,1,0,37.9104614257812,"FAILURE TO APPEAR, FIRST DEGREE",335.356811523438,2.49479699134827
2,1,0,1,0,"0",NA,1,0,40.0860633850098,"SALE OF HALLUCIGEN/NARCOTIC SUBSTANCE",614.762145996094,2.60729598999023
1,0,0,0,0,"0",0,0,0,30.4563446044922,"POSSESSION OF NARCOTICS",448.927185058594,0.73432195186615
2,1,0,1,0,"0",0,0,0,27.7386283874512,"CRIM VIOL OF PROTECTIVE ORDER",175.907363891602,2.02047085762024
2,1,0,1,0,"0",NA,0,0,19.0745239257812,"ROBBERY, SECOND DEGREE",454.393157958984,0.442443341016769
1,0,0,0,0,"0",NA,0,0,36.394287109375,"SALE OF HALLUCIGEN/NARCOTIC SUBSTANCE",568.447509765625,2.39813637733459
2,1,0,1,0,"0",NA,0,0,25.6950740814209,"LARCENY, SECOND DEGREE",975.331481933594,0.834832072257996
2,1,0,1,0,"0",0,1,0,45.4115295410156,"POSSESSION OF NARCOTICS",86.2332382202148,1.2637974023819
2,1,0,1,0,"0",0,0,0,40.8340301513672,"POSSESS OF HALLUC OR 4+ OZ MARIJUANA",399.226898193359,0.851979851722717
1,0,0,0,0,"0",0,0,0,32.4345588684082,"BURGLARY, THIRD DEGREE",286.525543212891,1.03385043144226
2,1,0,1,0,"0",NA,0,0,23.8519954681396,"CRIM VIOL OF PROTECTIVE ORDER",727.172790527344,1.68695294857025
2,1,0,1,0,"0",0,1,0,43.1998481750488,"SALE OF HALLUCIGEN/NARCOTIC SUBSTANCE",380.385894775391,0.508239984512329
1,0,0,0,0,"0",0,0,0,32.7542419433594,"SALE OF HALLUCIGEN/NARCOTIC SUBSTANCE",307.897583007812,1.80229389667511
1,0,0,0,0,"0",0,0,0,31.8845329284668,"POSSESSION OF NARCOTICS",45.4946479797363,2.84759497642517
3,0,1,1,0,"0",0,1,0,24.5183372497559,"SALE OF HEROIN, COC BY NON-DEPENDENT",655.77392578125,1.38473808765411
3,0,1,1,0,"0",NA,0,0,48.1875267028809,"POSSESSION OF NARCOTICS",284.015686035156,3.09939694404602
3,0,1,1,0,"0",0,0,1,27.5699062347412,"CRIM VIOL OF PROTECTIVE ORDER",187.824829101562,1.98294734954834
1,0,0,0,0,"0",0,0,0,22.5437564849854,"ASSAULT, SECOND DEGREE",223.206283569336,1.47180783748627
3,0,1,1,0,"0",0,0,0,40.1034088134766,"POSSESSION OF NARCOTICS",105.935188293457,3.01392960548401
1,0,0,0,0,"0",0,0,0,46.0496406555176,"ROBBERY, THIRD DEGREE",535.594787597656,0.624068319797516
1,0,0,0,0,"0",0,0,0,41.7098731994629,"FAILURE TO APPEAR, FIRST DEGREE",137.786056518555,0.812019765377045
2,1,0,1,0,"0",NA,1,0,31.9375286102295,"SALE OF HALLUCIGEN/NARCOTIC SUBSTANCE",912.88232421875,2.38838529586792
2,1,0,1,0,"0",0,1,0,32.1242179870605,"BURGLARY, THIRD DEGREE",179.12451171875,3.03190159797668
2,1,0,1,0,"0",0,1,0,26.0496730804443,"BURGLARY, THIRD DEGREE",267.723754882812,0.598848700523376
2,1,0,1,0,"0",0,0,1,48.4004707336426,"CRIM VIOL OF PROTECTIVE ORDER",-0.890483558177948,0.671881139278412
2,1,0,1,0,"0",NA,1,0,49.5493125915527,"CRIM VIOL OF PROTECTIVE ORDER",407.146270751953,3.05742406845093
1,0,0,0,0,"0",0,0,1,21.486665725708,"CARRY PIST/RVOLV W/O PERMIT",36.5820770263672,1.09049260616302
1,0,0,0,0,"0",0,0,0,40.334587097168,"POSSESSION OF NARCOTICS",65.3120269775391,2.56114149093628
1,0,0,0,0,"0",0,0,0,47.2000274658203,"CRIM VIOL OF PROTECTIVE ORDER",48.3068008422852,2.61804986000061
1,0,0,0,0,"0",0,0,0,33.4543800354004,"LARCENY, THIRD DEGREE",137.260940551758,1.10542678833008
1,0,0,0,0,"0",0,0,0,25.1674365997314,"FAILURE TO APPEAR, FIRST DEGREE",552.561279296875,0.91812926530838
2,1,0,1,0,"0",1,0,0,41.271915435791,"POSSESSION OF NARCOTICS",194.614990234375,2.0076584815979
1,0,0,0,0,"0",0,0,0,34.6639022827148,"UNLAWFUL RESTRAINT, FIRST DEGREE",106.780212402344,0.799551784992218
1,0,0,0,0,"0",0,0,0,55.895679473877,"BURGLARY, THIRD DEGREE",6.43240928649902,1.46259117126465
3,0,1,1,1,"0",0,0,0,32.7867431640625,"STRANGULATION 2ND DEGREE",323.096282958984,0.37307932972908
1,0,0,0,0,"0",0,0,0,45.2569732666016,"ASSAULT, SECOND DEGREE",290.147125244141,2.64449620246887
3,0,1,1,0,"0",NA,0,0,47.1495780944824,"LARCENY, FIRST DEGREE",433.345733642578,3.00838232040405
1,0,0,0,0,"0",0,0,0,40.2350158691406,"CRIM VIOL OF PROTECTIVE ORDER",326.070037841797,2.58993816375732
3,0,1,1,0,"0",0,0,0,43.7842102050781,"CRIM VIOL OF PROTECTIVE ORDER",0.000387191772460938,0.791527628898621
3,0,1,1,0,"0",0,0,0,28.7009830474854,"LARCENY, SECOND DEGREE",347.481719970703,2.24263882637024
2,1,0,1,0,"0",0,0,0,29.6042499542236,"POSSESSION OF NARCOTICS",91.374137878418,0.792223870754242
1,0,0,0,0,"0",NA,0,0,34.2268142700195,"CARRYING WEAPONS WITHOUT A PERMIT",304.512847900391,3.04609036445618
3,0,1,1,0,"0",0,0,0,27.0066356658936,"SALE OF CONTROLLED SUBSTANCE",192.261093139648,2.39394593238831
2,1,0,1,0,"0",0,0,0,26.8691692352295,"POSSESSION OF NARCOTICS",307.738006591797,2.38403654098511
3,0,1,1,0,"0",0,1,0,27.1130237579346,"LARCENY, THIRD DEGREE",270.658874511719,1.34483528137207
2,1,0,1,0,"0",NA,1,0,25.210880279541,"SELLING WEAPONS TO ALIENS PROHIBITED",441.623107910156,3.34017276763916
2,1,0,1,1,"1",0,0,0,49.2691268920898,"ASSAULT ON POLICE OR FIRE OFFICER",268.858032226562,1.33941626548767
1,0,0,0,0,"0",NA,0,0,27.00022315979,"BURGLARY, THIRD DEGREE",565.020446777344,3.03167009353638
2,1,0,1,0,"0",1,1,0,50.1722068786621,"ROBBERY, THIRD DEGREE",70.7565231323242,2.85768437385559
1,0,0,0,0,"0",NA,0,0,46.8590965270996,"POSSESSION OF NARCOTICS",437.935668945312,2.94239783287048
3,0,1,1,1,"0",0,0,0,47.6279411315918,"MISREP OF SUB AS CONTROLLED SUB",577.072448730469,1.98874342441559
2,1,0,1,0,"0",NA,1,0,24.7939643859863,"CARRYING WEAPONS WITHOUT A PERMIT",1120.18090820312,2.91802740097046
1,0,0,0,0,"0",0,0,0,27.8077182769775,"SALE OF CONTROLLED SUBSTANCE",207.990188598633,1.84489989280701
3,0,1,1,0,"0",NA,1,0,28.8734512329102,"SALE OF HALLUCIGEN/NARCOTIC SUBSTANCE",424.818359375,3.35716342926025
3,0,1,1,0,"0",0,1,0,33.507266998291,"POSSESSION OF NARCOTICS",69.2220611572266,1.15826797485352
2,1,0,1,0,"0",NA,0,0,21.9820919036865,"ROBBERY, FIRST DEGREE",316.630279541016,1.29746747016907
3,0,1,1,0,"0",0,1,0,41.2090377807617,"POSSESSION OF NARCOTICS",68.4511566162109,2.63294076919556
2,1,0,1,0,"0",0,1,0,24.8210315704346,"POSSESSION OF NARCOTICS",19.9713954925537,1.12440419197083
1,0,0,0,0,"0",0,0,0,26.5378570556641,"SALE OF CONTROLLED SUBSTANCE",155.115615844727,2.50540900230408
1,0,0,0,0,"0",0,0,0,32.1491203308105,"CRIM VIOL OF PROTECTIVE ORDER",225.914016723633,0.927266895771027
1,0,0,0,0,"0",NA,0,0,32.9048118591309,"BURGLARY, THIRD DEGREE",744.819885253906,2.49450707435608
3,0,1,1,0,"0",NA,0,0,21.724666595459,"CRIM VIOL OF PROTECTIVE ORDER",613.118591308594,2.05829644203186
1,0,0,0,0,"0",NA,0,0,45.3141975402832,"LARCENY, THIRD DEGREE",533.884338378906,2.62958669662476
3,0,1,1,0,"0",0,0,0,37.9481925964355,"SALE OF CONTROLLED SUBSTANCE",515.738586425781,0.520595371723175
3,0,1,1,0,"0",0,0,0,55.4407691955566,"POSSESSION OF NARCOTICS",37.0119132995605,1.52779972553253
2,1,0,1,0,"0",0,0,0,30.5260429382324,"BURGLARY, THIRD DEGREE",150.536315917969,2.87313985824585
2,1,0,1,0,"0",NA,0,0,22.8177375793457,"CARRYING WEAPONS WITHOUT A PERMIT",978.783203125,1.36353766918182
3,0,1,1,0,"0",0,0,0,25.128776550293,"FORGERY, SECOND DEGREE",412.721405029297,1.46283090114594
2,1,0,1,0,"0",0,0,0,30.1611557006836,"POSSESSION OF NARCOTICS",335.052337646484,1.61248242855072
1,0,0,0,0,"0",0,0,0,45.9247512817383,"BURGLARY, THIRD DEGREE",397.278411865234,0.797882497310638
2,1,0,1,0,"0",NA,0,0,20.7891120910645,"STEALING A FIREARM",36.8780937194824,1.17420589923859
